Model,MDO3014
Firmware Version,1.22

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,1e-07,
Horizontal Delay,1.816e-05,
Sample Interval,4e-10,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,250
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,5,50
Vertical Position,0,0
,,
,,
,,
Label,,
TIME,CH2,CH3
1.404880e-05,0,0
1.404920e-05,0,-2
1.404960e-05,0,-2
1.405000e-05,0,0
1.405040e-05,0,-2
1.405080e-05,0,-2
1.405120e-05,0,-2
1.405160e-05,0,0
1.405200e-05,0,0
1.405240e-05,-0.2,0
1.405280e-05,-0.2,0
1.405320e-05,0,0
1.405360e-05,0,0
1.405400e-05,0,0
1.405440e-05,0,0
1.405480e-05,0,-2
1.405520e-05,0,0
1.405560e-05,-0.2,0
1.405600e-05,0,0
1.405640e-05,0,-2
1.405680e-05,0,0
1.405720e-05,0,-2
1.405760e-05,0,-2
1.405800e-05,0,0
1.405840e-05,0,0
1.405880e-05,0,-2
1.405920e-05,0,0
1.405960e-05,0,-2
1.406000e-05,0,0
1.406040e-05,0,0
1.406080e-05,0,-2
1.406120e-05,0,0
1.406160e-05,0,0
1.406200e-05,0,-2
1.406240e-05,0,0
1.406280e-05,-0.2,-2
1.406320e-05,0,-2
1.406360e-05,0,0
1.406400e-05,0,-2
1.406440e-05,0,-2
1.406480e-05,-0.2,-2
1.406520e-05,0,0
1.406560e-05,0,-2
1.406600e-05,0,0
1.406640e-05,-0.2,0
1.406680e-05,0,-2
1.406720e-05,0,0
1.406760e-05,0,0
1.406800e-05,0,-2
1.406840e-05,0,0
1.406880e-05,0,-2
1.406920e-05,0,-2
1.406960e-05,0,0
1.407000e-05,0,-2
1.407040e-05,0,-2
1.407080e-05,0,0
1.407120e-05,0,-2
1.407160e-05,0,-2
1.407200e-05,0,0
1.407240e-05,0,0
1.407280e-05,0,0
1.407320e-05,-0.2,0
1.407360e-05,0,0
1.407400e-05,0,-2
1.407440e-05,0,-2
1.407480e-05,0,-2
1.407520e-05,0,0
1.407560e-05,0,0
1.407600e-05,0,0
1.407640e-05,0,0
1.407680e-05,0,0
1.407720e-05,0,0
1.407760e-05,0.2,-2
1.407800e-05,0,0
1.407840e-05,0,0
1.407880e-05,0,-2
1.407920e-05,0,0
1.407960e-05,0,0
1.408000e-05,0,-2
1.408040e-05,0,-2
1.408080e-05,0,0
1.408120e-05,0,-2
1.408160e-05,0,0
1.408200e-05,0,0
1.408240e-05,-0.2,-2
1.408280e-05,0,-2
1.408320e-05,0,0
1.408360e-05,0,0
1.408400e-05,-0.2,0
1.408440e-05,0,0
1.408480e-05,0,0
1.408520e-05,0,0
1.408560e-05,0,0
1.408600e-05,0,0
1.408640e-05,0,-2
1.408680e-05,0,-2
1.408720e-05,0,0
1.408760e-05,0,-2
1.408800e-05,0,0
1.408840e-05,0,-2
1.408880e-05,0,-2
1.408920e-05,0,0
1.408960e-05,0,0
1.409000e-05,-0.2,-2
1.409040e-05,0,0
1.409080e-05,0,0
1.409120e-05,-0.2,0
1.409160e-05,0,0
1.409200e-05,0,0
1.409240e-05,0,0
1.409280e-05,0,0
1.409320e-05,0,-2
1.409360e-05,0,-2
1.409400e-05,0,0
1.409440e-05,0,-2
1.409480e-05,0,0
1.409520e-05,0,-2
1.409560e-05,0.2,-2
1.409600e-05,0,-2
1.409640e-05,0,0
1.409680e-05,0,0
1.409720e-05,0,0
1.409760e-05,0,0
1.409800e-05,0,-2
1.409840e-05,0,0
1.409880e-05,0,-2
1.409920e-05,0,0
1.409960e-05,0,0
1.410000e-05,0,-2
1.410040e-05,0,-2
1.410080e-05,0,0
1.410120e-05,0,-2
1.410160e-05,0,-2
1.410200e-05,-0.2,-2
1.410240e-05,0,0
1.410280e-05,0,0
1.410320e-05,-0.2,0
1.410360e-05,0,0
1.410400e-05,0,-2
1.410440e-05,0,-2
1.410480e-05,0,0
1.410520e-05,0,0
1.410560e-05,0,0
1.410600e-05,0.2,-2
1.410640e-05,0,0
1.410680e-05,0,-2
1.410720e-05,0,-2
1.410760e-05,0,-2
1.410800e-05,0,0
1.410840e-05,0,0
1.410880e-05,0,-2
1.410920e-05,0,-2
1.410960e-05,0,0
1.411000e-05,0,-2
1.411040e-05,0,0
1.411080e-05,0,-2
1.411120e-05,0,0
1.411160e-05,0,0
1.411200e-05,0,0
1.411240e-05,0,0
1.411280e-05,0,-2
1.411320e-05,0,-2
1.411360e-05,0,0
1.411400e-05,0,-2
1.411440e-05,0,0
1.411480e-05,0,0
1.411520e-05,0,0
1.411560e-05,0,-2
1.411600e-05,0,-2
1.411640e-05,0,0
1.411680e-05,0,-2
1.411720e-05,0,-2
1.411760e-05,0,0
1.411800e-05,0,0
1.411840e-05,0.2,0
1.411880e-05,0,-2
1.411920e-05,0,0
1.411960e-05,0,0
1.412000e-05,0,0
1.412040e-05,0,-2
1.412080e-05,0,-2
1.412120e-05,0,-2
1.412160e-05,0,0
1.412200e-05,0,0
1.412240e-05,0,-2
1.412280e-05,0,-2
1.412320e-05,0,-2
1.412360e-05,0,-2
1.412400e-05,0,-2
1.412440e-05,0,-2
1.412480e-05,0,-2
1.412520e-05,0,-2
1.412560e-05,0,-2
1.412600e-05,0,-2
1.412640e-05,0,0
1.412680e-05,0,-2
1.412720e-05,0,-2
1.412760e-05,0,0
1.412800e-05,0,0
1.412840e-05,0,0
1.412880e-05,0,0
1.412920e-05,0,0
1.412960e-05,0,-2
1.413000e-05,0,0
1.413040e-05,-0.2,-2
1.413080e-05,0,0
1.413120e-05,0,0
1.413160e-05,0.2,0
1.413200e-05,0,0
1.413240e-05,0,-2
1.413280e-05,0,-2
1.413320e-05,0,-2
1.413360e-05,0,-2
1.413400e-05,0,-2
1.413440e-05,0,-2
1.413480e-05,-0.2,-2
1.413520e-05,0,-2
1.413560e-05,0,-2
1.413600e-05,0,0
1.413640e-05,0,-2
1.413680e-05,0,0
1.413720e-05,0,0
1.413760e-05,0,0
1.413800e-05,0,-2
1.413840e-05,0,-2
1.413880e-05,0,-2
1.413920e-05,0,0
1.413960e-05,0,0
1.414000e-05,0,0
1.414040e-05,0,0
1.414080e-05,0,-2
1.414120e-05,0,0
1.414160e-05,0.2,-2
1.414200e-05,0,-2
1.414240e-05,0,-2
1.414280e-05,0,0
1.414320e-05,0,-2
1.414360e-05,0,-2
1.414400e-05,0,0
1.414440e-05,0,-2
1.414480e-05,0,0
1.414520e-05,0,0
1.414560e-05,0,0
1.414600e-05,0,-2
1.414640e-05,0,-2
1.414680e-05,0,-2
1.414720e-05,0,-2
1.414760e-05,0,-2
1.414800e-05,0,0
1.414840e-05,0,-4
1.414880e-05,0,-2
1.414920e-05,0,0
1.414960e-05,0,-2
1.415000e-05,0,-2
1.415040e-05,0,-2
1.415080e-05,0,-2
1.415120e-05,0,-2
1.415160e-05,-0.2,0
1.415200e-05,0,-2
1.415240e-05,0,-2
1.415280e-05,0,-2
1.415320e-05,0,0
1.415360e-05,0,-2
1.415400e-05,0,0
1.415440e-05,0,-2
1.415480e-05,0,-2
1.415520e-05,-0.2,-2
1.415560e-05,0,0
1.415600e-05,0,0
1.415640e-05,0,0
1.415680e-05,0,0
1.415720e-05,0,0
1.415760e-05,-0.2,-2
1.415800e-05,0,-2
1.415840e-05,0,0
1.415880e-05,0,-2
1.415920e-05,0,-2
1.415960e-05,0,0
1.416000e-05,0,0
1.416040e-05,0,0
1.416080e-05,0,-2
1.416120e-05,0,-2
1.416160e-05,0,0
1.416200e-05,0,0
1.416240e-05,0,0
1.416280e-05,0,0
1.416320e-05,0,-2
1.416360e-05,0,0
1.416400e-05,0,-2
1.416440e-05,0,0
1.416480e-05,0,0
1.416520e-05,0,0
1.416560e-05,0,-2
1.416600e-05,0,0
1.416640e-05,0,-2
1.416680e-05,0,-2
1.416720e-05,0,0
1.416760e-05,0,-2
1.416800e-05,0,0
1.416840e-05,0,0
1.416880e-05,0,0
1.416920e-05,0,-2
1.416960e-05,0,0
1.417000e-05,0,0
1.417040e-05,0,0
1.417080e-05,-0.2,-2
1.417120e-05,0.2,-2
1.417160e-05,0,0
1.417200e-05,0,-2
1.417240e-05,-0.2,-2
1.417280e-05,0,-2
1.417320e-05,0,0
1.417360e-05,0,-2
1.417400e-05,0,-2
1.417440e-05,-0.2,-2
1.417480e-05,0,-2
1.417520e-05,0,-2
1.417560e-05,0,0
1.417600e-05,0,-2
1.417640e-05,0,-2
1.417680e-05,0,0
1.417720e-05,0.2,0
1.417760e-05,0,-2
1.417800e-05,0,0
1.417840e-05,0,-2
1.417880e-05,-0.2,0
1.417920e-05,0,0
1.417960e-05,0,0
1.418000e-05,0,0
1.418040e-05,0,0
1.418080e-05,0,-2
1.418120e-05,0,0
1.418160e-05,0,0
1.418200e-05,0,0
1.418240e-05,0,0
1.418280e-05,0,0
1.418320e-05,-0.2,0
1.418360e-05,0,-2
1.418400e-05,0.2,0
1.418440e-05,0,-2
1.418480e-05,0,-2
1.418520e-05,0,0
1.418560e-05,0,-2
1.418600e-05,0,-2
1.418640e-05,0,-2
1.418680e-05,0,0
1.418720e-05,-0.2,0
1.418760e-05,-0.2,0
1.418800e-05,0,0
1.418840e-05,0,0
1.418880e-05,0,-2
1.418920e-05,0,-2
1.418960e-05,0,0
1.419000e-05,0,-2
1.419040e-05,0,0
1.419080e-05,0,0
1.419120e-05,0,0
1.419160e-05,0,0
1.419200e-05,0,-2
1.419240e-05,0,-2
1.419280e-05,0,0
1.419320e-05,0,0
1.419360e-05,0,-2
1.419400e-05,0,0
1.419440e-05,0,0
1.419480e-05,-0.2,0
1.419520e-05,0,-2
1.419560e-05,0,-2
1.419600e-05,0,0
1.419640e-05,0,-2
1.419680e-05,0,0
1.419720e-05,0,0
1.419760e-05,0,-2
1.419800e-05,0,-2
1.419840e-05,0.2,0
1.419880e-05,0,0
1.419920e-05,0,0
1.419960e-05,0,0
1.420000e-05,0,0
1.420040e-05,0,-2
1.420080e-05,0,0
1.420120e-05,0,-2
1.420160e-05,0,0
1.420200e-05,0,-2
1.420240e-05,0,0
1.420280e-05,0,-2
1.420320e-05,-0.2,0
1.420360e-05,0,0
1.420400e-05,0,-2
1.420440e-05,0,0
1.420480e-05,0,0
1.420520e-05,0,-2
1.420560e-05,0,-2
1.420600e-05,0,0
1.420640e-05,0,0
1.420680e-05,0,0
1.420720e-05,0,-2
1.420760e-05,0,-2
1.420800e-05,0,0
1.420840e-05,0,-2
1.420880e-05,0,-2
1.420920e-05,0,-2
1.420960e-05,0,-2
1.421000e-05,-0.2,-2
1.421040e-05,-0.2,0
1.421080e-05,0,-2
1.421120e-05,0.2,0
1.421160e-05,0,0
1.421200e-05,0,-2
1.421240e-05,0,0
1.421280e-05,0,0
1.421320e-05,0,0
1.421360e-05,0,0
1.421400e-05,0,-2
1.421440e-05,0,0
1.421480e-05,0,0
1.421520e-05,0,0
1.421560e-05,0,-2
1.421600e-05,0,-2
1.421640e-05,0,-2
1.421680e-05,0,-2
1.421720e-05,0.2,-2
1.421760e-05,0,-2
1.421800e-05,-0.2,0
1.421840e-05,0,-2
1.421880e-05,0,-2
1.421920e-05,0,0
1.421960e-05,0,0
1.422000e-05,0,-2
1.422040e-05,0,-2
1.422080e-05,0,0
1.422120e-05,0,-2
1.422160e-05,0,-2
1.422200e-05,0,-2
1.422240e-05,0,-2
1.422280e-05,0,0
1.422320e-05,0,0
1.422360e-05,0,-2
1.422400e-05,-0.2,-2
1.422440e-05,0,-2
1.422480e-05,0,-2
1.422520e-05,0,-2
1.422560e-05,0,-2
1.422600e-05,0,0
1.422640e-05,0,0
1.422680e-05,0,0
1.422720e-05,0,-2
1.422760e-05,0,-2
1.422800e-05,0,-2
1.422840e-05,0,-2
1.422880e-05,0,-2
1.422920e-05,0,0
1.422960e-05,0,-2
1.423000e-05,0,-2
1.423040e-05,0,0
1.423080e-05,0,-2
1.423120e-05,0,-2
1.423160e-05,-0.2,-2
1.423200e-05,0,-2
1.423240e-05,0,0
1.423280e-05,0,-2
1.423320e-05,0,0
1.423360e-05,0,-2
1.423400e-05,0,-2
1.423440e-05,0,-2
1.423480e-05,0,0
1.423520e-05,0,0
1.423560e-05,0,-2
1.423600e-05,0,0
1.423640e-05,0,-2
1.423680e-05,0,-2
1.423720e-05,0,-2
1.423760e-05,0,0
1.423800e-05,0.2,-2
1.423840e-05,0,0
1.423880e-05,0,0
1.423920e-05,0,-2
1.423960e-05,0,-2
1.424000e-05,0,0
1.424040e-05,0,0
1.424080e-05,0,0
1.424120e-05,0,-2
1.424160e-05,0,-2
1.424200e-05,0,0
1.424240e-05,0,-2
1.424280e-05,0,-2
1.424320e-05,0,0
1.424360e-05,0,0
1.424400e-05,0,-2
1.424440e-05,0,0
1.424480e-05,0,0
1.424520e-05,0,-2
1.424560e-05,0,0
1.424600e-05,0,-2
1.424640e-05,-0.2,0
1.424680e-05,0,-2
1.424720e-05,0,0
1.424760e-05,0,-2
1.424800e-05,0,0
1.424840e-05,0,-2
1.424880e-05,0,-2
1.424920e-05,0,0
1.424960e-05,0,0
1.425000e-05,0,0
1.425040e-05,0,0
1.425080e-05,0,-2
1.425120e-05,0,-2
1.425160e-05,0,0
1.425200e-05,0,0
1.425240e-05,-0.2,0
1.425280e-05,0,0
1.425320e-05,0,-2
1.425360e-05,0.2,-2
1.425400e-05,0,0
1.425440e-05,0,-2
1.425480e-05,0,-2
1.425520e-05,-0.2,-2
1.425560e-05,0,0
1.425600e-05,0,-2
1.425640e-05,0,0
1.425680e-05,0,-2
1.425720e-05,0,0
1.425760e-05,0,0
1.425800e-05,0,-2
1.425840e-05,0,0
1.425880e-05,0,-2
1.425920e-05,0,-2
1.425960e-05,0,0
1.426000e-05,0,-2
1.426040e-05,0,-2
1.426080e-05,0,-2
1.426120e-05,0,0
1.426160e-05,0,0
1.426200e-05,0,0
1.426240e-05,0,0
1.426280e-05,0,-2
1.426320e-05,0,-2
1.426360e-05,0,0
1.426400e-05,-0.2,0
1.426440e-05,0,0
1.426480e-05,0,-2
1.426520e-05,0,0
1.426560e-05,0,-2
1.426600e-05,0,0
1.426640e-05,0,-2
1.426680e-05,0,0
1.426720e-05,0,0
1.426760e-05,0,-2
1.426800e-05,0,0
1.426840e-05,0,-2
1.426880e-05,0,-2
1.426920e-05,0,-2
1.426960e-05,0,0
1.427000e-05,0,0
1.427040e-05,0,0
1.427080e-05,0,0
1.427120e-05,0,0
1.427160e-05,0,0
1.427200e-05,0,-2
1.427240e-05,0,-2
1.427280e-05,0,-2
1.427320e-05,0,0
1.427360e-05,0,-4
1.427400e-05,0,-2
1.427440e-05,0,-4
1.427480e-05,0,0
1.427520e-05,0,0
1.427560e-05,0,0
1.427600e-05,0,-2
1.427640e-05,0,0
1.427680e-05,0,2
1.427720e-05,0,0
1.427760e-05,0,-2
1.427800e-05,0,-2
1.427840e-05,-0.2,-2
1.427880e-05,0,0
1.427920e-05,-0.2,-2
1.427960e-05,0,-2
1.428000e-05,0,-2
1.428040e-05,0,0
1.428080e-05,0,-2
1.428120e-05,-0.2,0
1.428160e-05,0,-2
1.428200e-05,0,-2
1.428240e-05,0,0
1.428280e-05,0,-2
1.428320e-05,0,0
1.428360e-05,0,0
1.428400e-05,0,0
1.428440e-05,0,0
1.428480e-05,0,-2
1.428520e-05,0,-2
1.428560e-05,-0.2,-2
1.428600e-05,-0.2,-2
1.428640e-05,0,-2
1.428680e-05,0,-2
1.428720e-05,0,-2
1.428760e-05,0,0
1.428800e-05,0,0
1.428840e-05,0,-2
1.428880e-05,0,-2
1.428920e-05,0,-2
1.428960e-05,0,0
1.429000e-05,0,0
1.429040e-05,0.2,-2
1.429080e-05,-0.2,0
1.429120e-05,0,0
1.429160e-05,0,-2
1.429200e-05,0,-2
1.429240e-05,0,-2
1.429280e-05,-0.2,-2
1.429320e-05,0,0
1.429360e-05,0,0
1.429400e-05,0,-2
1.429440e-05,0,0
1.429480e-05,0,0
1.429520e-05,0,0
1.429560e-05,0,-2
1.429600e-05,0,-2
1.429640e-05,0,-2
1.429680e-05,0,-2
1.429720e-05,-0.2,0
1.429760e-05,0,-2
1.429800e-05,0,-2
1.429840e-05,0,-2
1.429880e-05,0,-2
1.429920e-05,0,-2
1.429960e-05,0,0
1.430000e-05,0,0
1.430040e-05,0,-2
1.430080e-05,0,0
1.430120e-05,0,0
1.430160e-05,0,0
1.430200e-05,0,-2
1.430240e-05,0,0
1.430280e-05,0,0
1.430320e-05,0,0
1.430360e-05,0,-2
1.430400e-05,0,-2
1.430440e-05,0,0
1.430480e-05,0,-2
1.430520e-05,0,-2
1.430560e-05,0,0
1.430600e-05,0,0
1.430640e-05,0,0
1.430680e-05,0.2,-2
1.430720e-05,-0.2,-2
1.430760e-05,0,-2
1.430800e-05,0,0
1.430840e-05,0,2
1.430880e-05,0,-2
1.430920e-05,0,-4
1.430960e-05,0,-2
1.431000e-05,0,-2
1.431040e-05,0,0
1.431080e-05,0,-2
1.431120e-05,0,-2
1.431160e-05,0,0
1.431200e-05,0,0
1.431240e-05,0,-2
1.431280e-05,0,0
1.431320e-05,0,0
1.431360e-05,-0.2,0
1.431400e-05,0,0
1.431440e-05,0,-2
1.431480e-05,0,0
1.431520e-05,0,-2
1.431560e-05,0,-2
1.431600e-05,0,-2
1.431640e-05,0,-4
1.431680e-05,0,-2
1.431720e-05,0,0
1.431760e-05,0,0
1.431800e-05,0.2,-2
1.431840e-05,0.2,-2
1.431880e-05,0,-2
1.431920e-05,0.2,0
1.431960e-05,0,0
1.432000e-05,0,0
1.432040e-05,0,0
1.432080e-05,0,0
1.432120e-05,0,0
1.432160e-05,0,-2
1.432200e-05,0,0
1.432240e-05,0,0
1.432280e-05,0,0
1.432320e-05,0,-2
1.432360e-05,0,0
1.432400e-05,0,0
1.432440e-05,-0.2,-2
1.432480e-05,0,-2
1.432520e-05,0,0
1.432560e-05,0,-2
1.432600e-05,0,0
1.432640e-05,0,0
1.432680e-05,0,0
1.432720e-05,0,0
1.432760e-05,0,-2
1.432800e-05,0,-2
1.432840e-05,0,0
1.432880e-05,0,0
1.432920e-05,0.2,0
1.432960e-05,-0.2,0
1.433000e-05,0,0
1.433040e-05,0.2,-2
1.433080e-05,0,-2
1.433120e-05,0,-2
1.433160e-05,0,0
1.433200e-05,0,0
1.433240e-05,0,-2
1.433280e-05,0,0
1.433320e-05,0,-2
1.433360e-05,0,-2
1.433400e-05,0,0
1.433440e-05,0,0
1.433480e-05,0,-2
1.433520e-05,0,-2
1.433560e-05,0,-2
1.433600e-05,0,-2
1.433640e-05,0,0
1.433680e-05,-0.2,-2
1.433720e-05,0,-2
1.433760e-05,0,0
1.433800e-05,0,-4
1.433840e-05,0,0
1.433880e-05,0,-2
1.433920e-05,0,0
1.433960e-05,0,-2
1.434000e-05,-0.2,-2
1.434040e-05,0,0
1.434080e-05,0,0
1.434120e-05,0,-2
1.434160e-05,0,-2
1.434200e-05,0,-2
1.434240e-05,0,0
1.434280e-05,-0.2,-2
1.434320e-05,0,0
1.434360e-05,0,-2
1.434400e-05,0,0
1.434440e-05,0,0
1.434480e-05,0,-2
1.434520e-05,-0.2,0
1.434560e-05,0,0
1.434600e-05,0,0
1.434640e-05,0,-2
1.434680e-05,0,0
1.434720e-05,0,0
1.434760e-05,0,0
1.434800e-05,0,-2
1.434840e-05,0,-2
1.434880e-05,0,0
1.434920e-05,0,-2
1.434960e-05,0,0
1.435000e-05,0,-2
1.435040e-05,0,0
1.435080e-05,0,-2
1.435120e-05,0,0
1.435160e-05,0,-2
1.435200e-05,0,0
1.435240e-05,0,-2
1.435280e-05,0,-2
1.435320e-05,0,0
1.435360e-05,0,0
1.435400e-05,0,-2
1.435440e-05,0,0
1.435480e-05,0,0
1.435520e-05,0,-2
1.435560e-05,0,-2
1.435600e-05,0,-2
1.435640e-05,0,0
1.435680e-05,0,0
1.435720e-05,0,-2
1.435760e-05,0,-2
1.435800e-05,0,-2
1.435840e-05,0,0
1.435880e-05,0,-2
1.435920e-05,0,0
1.435960e-05,0,0
1.436000e-05,0,0
1.436040e-05,0,-2
1.436080e-05,0,-2
1.436120e-05,0,0
1.436160e-05,0,0
1.436200e-05,0.2,-2
1.436240e-05,0,0
1.436280e-05,0,0
1.436320e-05,0,0
1.436360e-05,0,-2
1.436400e-05,0,0
1.436440e-05,0,0
1.436480e-05,0,0
1.436520e-05,0,-2
1.436560e-05,0,-2
1.436600e-05,0,0
1.436640e-05,0,0
1.436680e-05,-0.2,-2
1.436720e-05,-0.2,2
1.436760e-05,0,0
1.436800e-05,0,-2
1.436840e-05,0,0
1.436880e-05,0,0
1.436920e-05,0,0
1.436960e-05,0,0
1.437000e-05,0,-2
1.437040e-05,0,-2
1.437080e-05,0,-2
1.437120e-05,0,0
1.437160e-05,0,-2
1.437200e-05,0,0
1.437240e-05,0,-2
1.437280e-05,0,0
1.437320e-05,0,-2
1.437360e-05,0,0
1.437400e-05,0,0
1.437440e-05,0,-2
1.437480e-05,0,-2
1.437520e-05,0,-2
1.437560e-05,0,0
1.437600e-05,0,-2
1.437640e-05,0,-2
1.437680e-05,0,0
1.437720e-05,0,-2
1.437760e-05,0,0
1.437800e-05,0,0
1.437840e-05,0,0
1.437880e-05,0,-2
1.437920e-05,0,0
1.437960e-05,0,-2
1.438000e-05,0,-2
1.438040e-05,0,-2
1.438080e-05,0,-2
1.438120e-05,0,0
1.438160e-05,0.2,-2
1.438200e-05,0,-2
1.438240e-05,0,0
1.438280e-05,0,0
1.438320e-05,0,0
1.438360e-05,0,-2
1.438400e-05,0,0
1.438440e-05,0,0
1.438480e-05,0,0
1.438520e-05,0,-2
1.438560e-05,0,0
1.438600e-05,0,0
1.438640e-05,0,0
1.438680e-05,0,0
1.438720e-05,0,0
1.438760e-05,0,-2
1.438800e-05,0,0
1.438840e-05,0,-2
1.438880e-05,0,-2
1.438920e-05,-0.2,0
1.438960e-05,0,-2
1.439000e-05,0,-2
1.439040e-05,0,-2
1.439080e-05,-0.2,-2
1.439120e-05,-0.2,0
1.439160e-05,0,-2
1.439200e-05,0,-2
1.439240e-05,0,0
1.439280e-05,0.2,0
1.439320e-05,0,0
1.439360e-05,0,0
1.439400e-05,0,0
1.439440e-05,0.2,-2
1.439480e-05,0,-2
1.439520e-05,-0.2,0
1.439560e-05,0,-2
1.439600e-05,0,-2
1.439640e-05,0,0
1.439680e-05,0,0
1.439720e-05,0,-2
1.439760e-05,0,-2
1.439800e-05,0,0
1.439840e-05,-0.2,0
1.439880e-05,0,0
1.439920e-05,0.2,0
1.439960e-05,0,-2
1.440000e-05,0,0
1.440040e-05,0,0
1.440080e-05,-0.2,0
1.440120e-05,0,0
1.440160e-05,0,0
1.440200e-05,-0.2,0
1.440240e-05,0,-2
1.440280e-05,0,0
1.440320e-05,0,0
1.440360e-05,0,0
1.440400e-05,0,0
1.440440e-05,0,0
1.440480e-05,0,-2
1.440520e-05,0,-2
1.440560e-05,0,-2
1.440600e-05,0,0
1.440640e-05,0,-2
1.440680e-05,0,0
1.440720e-05,-0.2,-2
1.440760e-05,0,-2
1.440800e-05,0,0
1.440840e-05,0,0
1.440880e-05,0,-2
1.440920e-05,-0.2,-2
1.440960e-05,0,0
1.441000e-05,0,-2
1.441040e-05,-0.2,0
1.441080e-05,0,0
1.441120e-05,0,0
1.441160e-05,0,0
1.441200e-05,0,0
1.441240e-05,0,0
1.441280e-05,0,0
1.441320e-05,0,-2
1.441360e-05,0,-2
1.441400e-05,0,0
1.441440e-05,0,-2
1.441480e-05,0,-2
1.441520e-05,0,-2
1.441560e-05,0,-2
1.441600e-05,0,0
1.441640e-05,0,-2
1.441680e-05,0,0
1.441720e-05,0,0
1.441760e-05,0,0
1.441800e-05,-0.2,0
1.441840e-05,0,0
1.441880e-05,0,0
1.441920e-05,0,-2
1.441960e-05,0,0
1.442000e-05,0,0
1.442040e-05,0,-2
1.442080e-05,0,0
1.442120e-05,0,0
1.442160e-05,0,0
1.442200e-05,0,0
1.442240e-05,0.2,0
1.442280e-05,0.2,0
1.442320e-05,0,-2
1.442360e-05,0,0
1.442400e-05,0,0
1.442440e-05,0,0
1.442480e-05,0,-2
1.442520e-05,0,0
1.442560e-05,0,0
1.442600e-05,0,-2
1.442640e-05,0,-2
1.442680e-05,0,0
1.442720e-05,0,0
1.442760e-05,0,0
1.442800e-05,0,0
1.442840e-05,0,0
1.442880e-05,0,-2
1.442920e-05,0,0
1.442960e-05,0,0
1.443000e-05,0,0
1.443040e-05,0,0
1.443080e-05,0,0
1.443120e-05,-0.2,-2
1.443160e-05,0,0
1.443200e-05,0,0
1.443240e-05,0,-2
1.443280e-05,0,0
1.443320e-05,-0.2,0
1.443360e-05,0,0
1.443400e-05,0,-2
1.443440e-05,0,-2
1.443480e-05,0,-2
1.443520e-05,0,0
1.443560e-05,0,-2
1.443600e-05,0,-2
1.443640e-05,0,0
1.443680e-05,0,0
1.443720e-05,0,0
1.443760e-05,0,0
1.443800e-05,0,0
1.443840e-05,0,0
1.443880e-05,0,-2
1.443920e-05,0,-2
1.443960e-05,0,0
1.444000e-05,0,0
1.444040e-05,-0.2,-2
1.444080e-05,0,0
1.444120e-05,0,-2
1.444160e-05,0,0
1.444200e-05,0,0
1.444240e-05,0,-2
1.444280e-05,0,0
1.444320e-05,0,0
1.444360e-05,-0.2,0
1.444400e-05,-0.2,-2
1.444440e-05,-0.2,-2
1.444480e-05,0,-2
1.444520e-05,0,-2
1.444560e-05,0,0
1.444600e-05,0,-2
1.444640e-05,0,-2
1.444680e-05,0,-2
1.444720e-05,0,-2
1.444760e-05,0,0
1.444800e-05,0,0
1.444840e-05,0,-2
1.444880e-05,0.2,0
1.444920e-05,0,-2
1.444960e-05,0,0
1.445000e-05,0.2,0
1.445040e-05,0,0
1.445080e-05,0,-2
1.445120e-05,0,0
1.445160e-05,0,0
1.445200e-05,0,0
1.445240e-05,0,0
1.445280e-05,0,-2
1.445320e-05,0,-2
1.445360e-05,0,-2
1.445400e-05,0,0
1.445440e-05,-0.2,0
1.445480e-05,0,0
1.445520e-05,0,0
1.445560e-05,0,0
1.445600e-05,0,0
1.445640e-05,0,-2
1.445680e-05,-0.2,0
1.445720e-05,0,-2
1.445760e-05,0,-2
1.445800e-05,0,-2
1.445840e-05,0,-2
1.445880e-05,0,-2
1.445920e-05,0,-2
1.445960e-05,0,-2
1.446000e-05,0,-2
1.446040e-05,0,-2
1.446080e-05,0,0
1.446120e-05,0.2,0
1.446160e-05,0,-2
1.446200e-05,0,0
1.446240e-05,0,-2
1.446280e-05,0,-2
1.446320e-05,0,-2
1.446360e-05,0,-2
1.446400e-05,0,-2
1.446440e-05,0,0
1.446480e-05,0,-2
1.446520e-05,0,0
1.446560e-05,0,0
1.446600e-05,0,-2
1.446640e-05,0,-2
1.446680e-05,0,0
1.446720e-05,0,-2
1.446760e-05,0,-2
1.446800e-05,0,0
1.446840e-05,0,0
1.446880e-05,0,-2
1.446920e-05,0,-2
1.446960e-05,0,-2
1.447000e-05,0,-4
1.447040e-05,0,-4
1.447080e-05,0,-2
1.447120e-05,0,0
1.447160e-05,0,-2
1.447200e-05,0,4
1.447240e-05,0,0
1.447280e-05,0,0
1.447320e-05,0,0
1.447360e-05,0,0
1.447400e-05,-0.2,0
1.447440e-05,0,0
1.447480e-05,0,0
1.447520e-05,0,-2
1.447560e-05,0,-2
1.447600e-05,0,0
1.447640e-05,0,0
1.447680e-05,0,-2
1.447720e-05,0,0
1.447760e-05,0,0
1.447800e-05,0.2,-2
1.447840e-05,0.2,-2
1.447880e-05,0,-2
1.447920e-05,0,0
1.447960e-05,0,0
1.448000e-05,0,-2
1.448040e-05,0,-2
1.448080e-05,0,0
1.448120e-05,0,0
